Name,Player ID,Helmet URL,Height (in),Height,Overall Rating,Jersey #,Class Year,Redshirt Status,Hometown,Home State,Team ID,Team,Team Logo URL,Conference ID,Conference,Conference Logo URL,Position ID,Position (Short),Position,Unit,Unit ID,Speed,Acceleration,Strength,Agility,Awareness,Jumping,Injury,Stamina,Toughness,Carrying,Break Tackle,Trucking,Change of Direction,Ball Carrier Vision,Stiff Arm,Spin Move,Juke Move,Break Sack,Run Block,Pass Block,Impact Blocking,Run Block Power,Run Block Finesse,Pass Block Power,Pass Block Finesse,Lead Block,Throw Power,Throw Under Pressure,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Play Action,Tackle,Power Moves,Finesse Moves,Block Shedding,Pursuit,Play Recognition,Man Coverage,Zone Coverage,Hit Power,Press,Catching,Spectacular Catch,Catch in Traffic,Short Route Running,Medium Route Running,Deep Route Running,Kick Accuracy,Kick Power,Kick Return,runningStyle,Iteration ID,Iteration
Jayvant Brown,3391,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/93.png?im=FaceCrop,padding=0.7",72,"6'0""",70,30,Sophomore,Previous,Deerfield Beach,Florida,93,Temple,https://drop-assets.ea.com/images/6vhgiPOwNLSBFcelrjvSpb/c2c9dcba49cf9d783665160bda979c19/Temple.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,LOLB,SAM,Sam Backer,Defense,defense,82,83,68,81,69,86,87,81,83,57,39,39,78,43,39,43,43,36,55,65,71,63,54,54,61,53,24,36,24,24,24,24,36,75,74,51,61,82,69,63,79,75,39,59,43,39,43,43,43,36,36,45,0,cfb-26-national-championship,National Championship
JD Stewart,30614,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/107.png?im=FaceCrop,padding=0.7",74,"6'2""",70,17,Junior,Previous,Greenwood,Mississippi,107,UL Monroe,https://drop-assets.ea.com/images/4V9Si4VOW07tjBPi6VDYK/0b86a7dffcd8bb210928ec142157bf12/ULMonroe.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,RE,REDG,Right Edge,Defense,defense,76,80,74,75,73,84,92,82,92,52,39,39,72,45,42,45,40,38,45,56,62,55,45,33,41,45,29,46,23,24,30,29,48,87,61,57,73,83,72,57,55,77,34,59,31,40,32,31,34,45,42,41,0,cfb-26-national-championship,National Championship
Jeff Burton,29152,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/33.png?im=FaceCrop,padding=0.7",76,"6'4""",70,62,Junior,Previous,Dearborn,Michigan,33,Georgia State,https://drop-assets.ea.com/images/6wYNvlHPnNyDzkj0My82hQ/b5c1ccb8c4b76da3aae56e9e4c1b036c/GeorgiaState.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,LG,LG,Left Guard,Offense,offense,56,59,86,52,73,57,86,85,88,50,35,35,52,39,39,27,24,47,73,76,81,74,72,79,73,78,26,33,37,18,22,36,37,38,45,24,49,29,62,28,25,49,25,27,28,27,24,27,27,44,46,24,0,cfb-26-national-championship,National Championship
Jeremias Heard,33119,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/94.png?im=FaceCrop,padding=0.7",80,"6'8""",70,51,Freshman,Previous,Rome,Georgia,94,Tennessee,https://drop-assets.ea.com/images/36J1zxouGBqzxKSyygH7uW/35bfbc6d00f6041cb7c0e87e52761d16/Tennessee.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LT,LT,Left Tackle,Offense,offense,55,66,87,69,73,69,94,88,89,51,44,41,50,44,45,29,29,46,72,71,81,73,74,76,79,82,28,39,18,10,34,27,28,45,61,30,53,25,62,24,30,59,26,27,30,28,25,25,26,24,34,26,0,cfb-26-national-championship,National Championship
Jeremy St-Hilaire,5626,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/116.png?im=FaceCrop,padding=0.7",76,"6'4""",70,14,Sophomore,Eligible,Montreal,Non-US,116,Vanderbilt,https://drop-assets.ea.com/images/6MJh4ZVZtelXlqFpzYB7cW/45d42bab4918fc10192b5ecbdad7aa65/Vanderbilt.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,QB,QB,Quarterback,Offense,offense,73,78,66,73,64,69,84,82,80,63,70,61,71,55,64,60,52,72,52,55,43,43,38,41,41,48,87,67,80,76,73,77,76,56,52,48,51,62,43,38,62,57,40,34,28,27,28,25,25,24,28,25,0,cfb-26-national-championship,National Championship
Jett Niu,24590,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/73.png?im=FaceCrop,padding=0.7",74,"6'2""",70,15,Freshman,Eligible,Lindon,Utah,73,Oklahoma,https://drop-assets.ea.com/images/6nYK8gyte1Jti0xRsuEyR6/6015f762424f0c4c86e0c76a40cdfeed/Oklahoma.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,QB,QB,Quarterback,Offense,offense,75,78,59,77,67,76,90,82,76,64,61,54,78,71,47,70,73,64,32,42,35,28,24,31,32,36,85,71,84,83,77,65,75,40,36,35,38,51,27,30,24,38,22,55,27,27,26,26,31,45,44,30,0,cfb-26-national-championship,National Championship
Jez Janvier,21000,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/89.png?im=FaceCrop,padding=0.7",77,"6'5""",70,78,Senior,Previous,Montreal,Non-US,89,Southern Miss,https://drop-assets.ea.com/images/6lnk2PD9LKKHGXCzKHA2Q9/44e2a38b7bd119d68b6f38c43a433fbd/SouthernMiss.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,LT,LT,Left Tackle,Offense,offense,57,69,85,59,76,73,93,88,90,58,47,43,51,25,44,23,23,46,76,72,78,77,76,73,72,79,18,25,14,34,35,34,37,76,81,45,73,69,72,29,19,79,25,29,24,23,22,25,23,40,45,36,0,cfb-26-national-championship,National Championship
Jimmy Sullivan,24779,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/39.png?im=FaceCrop,padding=0.7",73,"6'1""",70,3,Freshman,Eligible,Fort Wayne,Indiana,39,Iowa,https://drop-assets.ea.com/images/2uJL4jhsAyv8528zATHu8Z/4097856daa9c6dafcaeb4ca71e1fd852/Iowa.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,QB,QB,Quarterback,Offense,offense,80,84,54,78,66,76,88,82,80,72,70,55,79,74,54,76,78,66,56,57,47,39,39,40,44,43,84,68,84,79,71,71,75,44,43,42,40,30,29,32,42,45,34,45,23,28,25,25,23,33,35,23,0,cfb-26-national-championship,National Championship
JJ Shelton,23965,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/6.png?im=FaceCrop,padding=0.7",73,"6'1""",70,20,Freshman,Eligible,Dallas,Texas,6,Arkansas,https://drop-assets.ea.com/images/6VIxuiI5yqzoSlx7OGAoT5/4323a2ac8aedc47f1f1c5a7515b710e5/Arkansas.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,LOLB,SAM,Sam Backer,Defense,defense,83,89,59,84,68,86,91,84,85,51,55,46,76,47,52,57,58,22,49,41,61,43,43,42,39,45,24,22,24,24,24,24,25,79,55,65,62,84,66,67,73,74,48,63,67,56,47,44,34,23,32,44,0,cfb-26-national-championship,National Championship
Joah Cash,7618,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/102.png?im=FaceCrop,padding=0.7",74,"6'2""",70,52,Senior,Previous,Savannah,Georgia,102,Tulsa,https://drop-assets.ea.com/images/qRQFIj08DGlDyhUvHmwZ9/4e50c0bb8bd1d30358687f0f57eb8576/Tulsa.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,LE,LEDG,Left Edge,Defense,defense,74,79,74,71,72,76,84,83,81,53,34,34,65,31,32,33,33,47,32,40,58,44,36,31,34,31,17,39,15,13,33,11,26,85,75,68,52,83,71,32,41,83,36,33,30,33,32,30,30,35,30,37,0,cfb-26-national-championship,National Championship
Job Grant,4727,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/60.png?im=FaceCrop,padding=0.7",74,"6'2""",70,39,Junior,Eligible,Kansas City,Missouri,60,Navy,https://drop-assets.ea.com/images/4R2Z4qZVKDODl7hVNFa4XP/8b79250efaecc5d7c11ae3e7d1e583c4/Navy.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,MLB,MIKE,Mike Backer,Defense,defense,82,84,72,79,82,82,92,87,90,54,32,32,74,35,32,35,29,36,55,60,54,61,53,51,57,49,24,28,35,36,33,30,44,78,54,47,69,76,81,62,68,78,40,47,34,33,34,32,35,37,44,38,0,cfb-26-national-championship,National Championship
Joe Bowman,23928,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/114.png?im=FaceCrop,padding=0.7",72,"6'0""",70,97,Senior,Previous,Carlsbad,California,114,UTEP,https://drop-assets.ea.com/images/Bl5p2EWfZyu7ftbqIRkfK/eff0fa994a2878b9a31907b9bc9c5ddd/UTEP.png,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,K,K,Kicker,Special Teams,special-teams,54,54,25,56,58,48,95,84,79,50,38,41,47,42,33,34,26,25,40,48,19,26,47,36,35,41,36,32,28,20,12,12,46,41,36,25,27,44,27,13,11,27,12,40,37,34,41,41,24,71,91,13,0,cfb-26-national-championship,National Championship
Joe Chavez,32899,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/82.png?im=FaceCrop,padding=0.7",72,"6'0""",70,6,Sophomore,Previous,Folsom,California,82,Rice,https://drop-assets.ea.com/images/6ujmUggilxd0vexAxnOlQT/2967719c9cc0047943be5a16d3271ac6/Rice.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,LOLB,SAM,Sam Backer,Defense,defense,83,85,59,80,73,82,83,89,83,45,27,28,78,73,31,73,68,26,49,51,51,56,50,50,57,56,14,29,25,21,14,14,26,76,32,31,49,74,70,68,78,70,63,63,49,41,46,45,43,36,33,57,0,cfb-26-national-championship,National Championship
Joe Asiain,31569,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/90.png?im=FaceCrop,padding=0.7",75,"6'3""",70,55,Freshman,Previous,Edison,New Jersey,90,Stanford,https://drop-assets.ea.com/images/2P8xrJ62FaS2yjU0tfvvzR/a97640141103fdaace64b2a04e019680/Stanford.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,LE,LEDG,Left Edge,Defense,defense,62,71,85,64,70,73,91,82,84,52,45,44,48,28,42,27,26,44,57,66,78,65,57,55,61,57,20,32,14,19,35,30,29,77,76,61,75,71,68,36,26,82,33,32,27,26,27,28,26,39,38,37,0,cfb-26-national-championship,National Championship
Joel Boamah,2903,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/44.png?im=FaceCrop,padding=0.7",72,"6'0""",70,12,Sophomore,Previous,Newark,New Jersey,44,Kent State,https://drop-assets.ea.com/images/5aDfNt290XZ1GeV8OGp3bp/a3507d40bdb95c30e411b4816c0da1d2/KentState.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,CB,CB,Cornerback,Defense,defense,85,87,56,85,76,85,84,91,91,45,33,33,83,48,39,58,53,31,53,62,39,60,51,39,45,53,38,29,25,31,11,32,48,52,26,25,44,59,75,74,68,54,76,62,28,26,26,25,25,32,45,48,0,cfb-26-national-championship,National Championship
Joey Su'a,23700,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/5.png?im=FaceCrop,padding=0.7",77,"6'5""",70,54,Sophomore,Previous,Bentonville,Arkansas,5,Arizona State,https://drop-assets.ea.com/images/5pFddBjaYeS9G63Ys57cQM/ff323352aaffa3d9b56d22952b53db0c/ArizonaState.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,LG,LG,Left Guard,Offense,offense,55,67,87,61,53,67,93,85,91,50,39,41,57,43,39,29,31,29,70,71,83,85,67,79,66,74,23,38,33,32,13,30,26,39,58,31,54,32,41,27,27,56,27,32,30,29,32,26,28,31,47,31,0,cfb-26-national-championship,National Championship
John Wayne Oliver,5825,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/76.png?im=FaceCrop,padding=0.7",77,"6'5""",70,76,Freshman,Previous,Nashville,Tennessee,76,Ole Miss,https://drop-assets.ea.com/images/3d3D6YEnXzUaqTDucS3WYu/1df15ae8e1b1dce5f60a2e2ee413e39c/OleMiss.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,C,C,Center,Offense,offense,70,82,80,78,75,77,77,94,88,57,30,30,58,28,28,43,39,36,74,77,81,70,78,78,74,79,14,29,14,11,32,35,38,30,32,53,37,45,35,44,39,34,39,40,45,42,40,44,40,42,48,43,0,cfb-26-national-championship,National Championship
Jonathan Bax,18566,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/92.png?im=FaceCrop,padding=0.7",75,"6'3""",70,10,Junior,Eligible,New Orleans,Louisiana,92,TCU,https://drop-assets.ea.com/images/11X1ZShRdgCIRey96Oo6bt/248ee9dab823c2ef3892cae16d93d7d1/TCU.png,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,RE,REDG,Right Edge,Defense,defense,78,86,81,80,62,83,87,83,83,51,45,45,76,39,47,40,39,43,56,64,76,66,53,52,59,51,33,46,14,15,31,36,47,86,68,62,70,75,75,57,71,76,34,53,29,34,29,30,30,42,41,41,0,cfb-26-national-championship,National Championship
Jordan Magwood,27860,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/28.png?im=FaceCrop,padding=0.7",72,"6'0""",70,17,Freshman,Eligible,Tampa,Florida,28,FAU,https://drop-assets.ea.com/images/1o4nzVZYG6RuDSPMrQEcsx/2b889a832ce1459a5f65e9dbe4e2b006/FAU.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,QB,QB,Quarterback,Offense,offense,80,79,66,79,71,77,88,88,87,72,78,60,75,81,66,82,85,72,50,55,43,43,40,23,24,43,83,64,74,71,65,73,67,54,49,50,49,29,63,25,37,56,37,64,24,26,26,26,27,31,33,43,0,cfb-26-national-championship,National Championship
Jordan Pride,30789,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/95.png?im=FaceCrop,padding=0.7",73,"6'1""",70,28,Freshman,Previous,Blountstown,Florida,95,Texas A&M,https://drop-assets.ea.com/images/2tcCH08VWS0SyGqsbg8WFC/9b0158773d11a3333564a0848ee49d60/TexasA_M.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,CB,CB,Cornerback,Defense,defense,86,89,72,83,75,81,91,86,87,27,45,57,81,47,62,44,43,46,49,63,52,68,56,53,63,56,12,42,29,33,15,17,35,64,31,31,56,70,69,66,75,74,78,60,27,27,27,24,26,46,43,45,0,cfb-26-national-championship,National Championship
Jordan Eubanks,20636,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/109.png?im=FaceCrop,padding=0.7",74,"6'2""",70,11,Junior,Previous,Denton,Texas,109,UNLV,https://drop-assets.ea.com/images/nAFpVSYQEjDvW7SN7P6eT/2aea9cc2514ade646bd6987dcf649dd2/UNLV.png,MW,Mountain West,https://drop-assets.ea.com/images/4OmYsw94dTPkBlRXiRVIa1/afafe527da38d4d316369849d2975e1f/MW.png,ROLB,WILL,Will Backer,Defense,defense,78,86,73,78,75,83,86,86,86,53,36,33,76,38,37,36,38,42,53,65,59,62,53,39,49,55,23,27,11,28,36,23,36,78,60,52,58,87,71,63,69,71,36,49,33,37,33,35,35,39,43,42,0,cfb-26-national-championship,National Championship
Joseph Marsh,21458,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/71.png?im=FaceCrop,padding=0.7",75,"6'3""",70,16,Sophomore,Previous,Simi Valley,California,71,Ohio,https://drop-assets.ea.com/images/5E9FlNRc5nCiGMpJIe0eEf/6c6023b1d40f38c4ed11cc82a25145fa/Ohio.png,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,RE,REDG,Right Edge,Defense,defense,76,84,70,79,61,83,79,86,87,57,32,35,75,33,31,42,42,25,29,43,62,43,36,38,41,33,33,34,11,18,21,10,29,77,59,82,61,79,60,37,50,72,43,55,42,45,42,42,44,27,36,37,0,cfb-26-national-championship,National Championship
Joseph Young,1656,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/28.png?im=FaceCrop,padding=0.7",73,"6'1""",70,80,Junior,Previous,Bryant,Arkansas,28,FAU,https://drop-assets.ea.com/images/1o4nzVZYG6RuDSPMrQEcsx/2b889a832ce1459a5f65e9dbe4e2b006/FAU.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,WR,WR,Wide Receiver,Offense,offense,88,90,68,84,80,87,80,82,84,65,59,46,81,65,24,79,84,39,45,37,36,32,32,39,27,36,18,27,16,29,19,10,38,51,38,40,47,59,38,36,35,61,29,78,84,75,69,74,72,37,37,67,0,cfb-26-national-championship,National Championship
Joseph Head Jr.,8110,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/58.png?im=FaceCrop,padding=0.7",76,"6'4""",70,46,Sophomore,Previous,Lexington,Mississippi,58,Mississippi State,https://drop-assets.ea.com/images/4GXi9RoD5HTSQyXfruwubv/1482b5b5f08455a86585788985066a13/MississippiState.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,RE,REDG,Right Edge,Defense,defense,76,86,76,77,66,81,79,82,78,56,33,33,71,35,32,40,40,39,31,41,65,41,37,37,40,35,33,41,12,23,11,22,37,77,60,80,58,75,64,41,45,73,41,46,40,40,40,40,40,27,26,42,0,cfb-26-national-championship,National Championship
Joseph Anderson,20496,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/39.png?im=FaceCrop,padding=0.7",78,"6'6""",70,84,Freshman,Previous,St. Louis,Missouri,39,Iowa,https://drop-assets.ea.com/images/2uJL4jhsAyv8528zATHu8Z/4097856daa9c6dafcaeb4ca71e1fd852/Iowa.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,RE,REDG,Right Edge,Defense,defense,83,91,68,80,67,93,74,86,81,59,26,23,80,24,24,47,47,28,12,24,65,28,23,24,25,35,34,27,29,12,23,30,29,69,53,80,60,75,64,47,52,66,48,57,47,47,47,47,47,47,42,38,0,cfb-26-national-championship,National Championship
Joshua Switzer,33697,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/60.png?im=FaceCrop,padding=0.7",70,"5'10""",70,9,Junior,Eligible,Charlotte,North Carolina,60,Navy,https://drop-assets.ea.com/images/4R2Z4qZVKDODl7hVNFa4XP/8b79250efaecc5d7c11ae3e7d1e583c4/Navy.png,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,SS,SS,Strong Safety,Defense,defense,86,88,64,84,75,81,84,90,90,32,35,40,82,56,45,57,54,34,48,59,52,61,53,52,61,56,10,43,13,19,28,33,24,60,32,26,45,78,73,57,70,71,52,58,27,22,31,30,32,45,25,49,0,cfb-26-national-championship,National Championship
Joshua Goines,23854,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/65.png?im=FaceCrop,padding=0.7",75,"6'3""",70,18,Sophomore,Previous,Frisco,Texas,65,New Mexico State,https://drop-assets.ea.com/images/4N37ejPv6qytwIIZMWNwlo/4e7c45b9af13fff42bb4f97dc59338ce/NewMexicoState.png,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,TE,TE,Tight End,Offense,offense,78,84,72,79,82,84,80,87,87,67,66,62,74,77,63,64,68,28,56,54,48,57,49,46,55,50,19,28,35,23,36,30,46,37,35,34,40,38,55,48,59,26,32,79,81,72,70,68,64,46,28,66,0,cfb-26-national-championship,National Championship
Joshua Pierre-Louis,29319,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/49.png?im=FaceCrop,padding=0.7",71,"5'11""",70,11,Senior,Previous,West Palm Beach,Florida,49,Marshall,https://drop-assets.ea.com/images/03I2ORP4XmLGYTXIGPnZZ/47c4c3724a61bfcde0da75c58c789e09/Marshall.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,SS,SS,Strong Safety,Defense,defense,85,89,60,85,72,87,86,88,88,60,44,41,82,51,48,62,66,46,58,66,52,67,56,52,62,55,28,36,20,20,30,21,40,65,45,33,55,73,72,70,71,60,70,65,65,57,36,33,34,45,44,57,0,cfb-26-national-championship,National Championship
Joshua Simmons,33276,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/50.png?im=FaceCrop,padding=0.7",78,"6'6""",70,58,Freshman,Previous,Fort Washington,Maryland,50,Maryland,https://drop-assets.ea.com/images/7CCAEfofKwMUHSo2atVM7k/4da4be690f652a0d0ca9b0d5839fcb6c/Maryland.png,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,RE,REDG,Right Edge,Defense,defense,67,70,84,71,74,68,87,87,89,59,47,47,66,25,46,23,26,27,61,72,75,71,56,41,48,57,29,31,33,25,29,19,42,77,75,73,73,81,72,23,15,74,19,23,26,22,25,22,22,47,26,35,0,cfb-26-national-championship,National Championship
Joshua Cobbs,33408,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/46.png?im=FaceCrop,padding=0.7",74,"6'2""",70,2,Senior,Previous,West Monroe,Louisiana,46,Louisiana Tech,https://drop-assets.ea.com/images/adEFQWOD2PUzT49vHTi5r/e3f965c882a8fbe7767c11d6f8576a95/LouisianaTech.png,CUSA,Conference USA,https://drop-assets.ea.com/images/1kUTTqEGCfMLDa2EtSIgk4/4e658b321cf69c92b4fc2b06fc1ef3b6/CUSA.png,FS,FS,Free Safety,Defense,defense,85,86,66,81,71,85,81,89,89,41,31,35,79,67,35,66,62,31,48,52,46,57,52,49,58,52,10,29,27,21,21,10,29,72,30,36,49,77,69,62,74,70,67,66,36,36,38,39,38,29,30,55,0,cfb-26-national-championship,National Championship
Josiah Abdullah,25437,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/117.png?im=FaceCrop,padding=0.7",70,"5'10""",70,13,Freshman,Eligible,Columbus,Georgia,117,Virginia,https://drop-assets.ea.com/images/3FparUAcN7eY6WwitUm7Fg/f9f7dbc60d9f7408b2060f2fd0be8c6b/Virginia.png,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,WR,WR,Wide Receiver,Offense,offense,89,92,50,87,68,90,90,79,78,71,73,56,86,79,54,80,84,34,45,36,45,28,27,29,21,41,18,48,30,29,11,26,44,41,35,34,39,42,45,48,42,44,34,76,82,72,77,74,75,35,44,75,0,cfb-26-national-championship,National Championship
Josiah Davis,18301,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/29.png?im=FaceCrop,padding=0.7",73,"6'1""",70,23,Freshman,Previous,Nashville,Georgia,29,Florida,https://drop-assets.ea.com/images/3H8gtlAFGKdl7HVzlJa5LX/87b1ff42d87cd7eb905c092928ea7254/Florida.png,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,SS,SS,Strong Safety,Defense,defense,88,91,59,86,65,86,87,85,85,31,30,31,84,59,31,56,51,32,49,52,50,57,51,53,55,54,16,37,20,23,27,20,45,68,36,43,55,78,67,62,73,70,67,69,39,43,32,34,34,43,24,46,0,cfb-26-national-championship,National Championship
Josiah Ayon,29186,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/31.png?im=FaceCrop,padding=0.7",74,"6'2""",70,85,Senior,Eligible,Fresno,California,31,Fresno State,https://drop-assets.ea.com/images/7AHoqlpJ1dvCTa2zjXKrwa/66e8cad069579695302faab1c89870af/FresnoState.png,MW,Mountain West,https://drop-assets.ea.com/images/4OmYsw94dTPkBlRXiRVIa1/afafe527da38d4d316369849d2975e1f/MW.png,WR,WR,Wide Receiver,Offense,offense,86,88,72,86,78,84,90,88,92,73,72,70,82,78,66,77,78,24,58,35,39,30,31,34,26,34,14,47,17,34,12,22,39,47,39,36,47,49,63,57,27,53,32,76,76,76,77,74,74,24,33,91,0,cfb-26-national-championship,National Championship
JT Kouame-Yao,29289,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/132.png?im=FaceCrop,padding=0.7",72,"6'0""",70,10,Senior,Eligible,Centreville,Virginia,132,James Madison,https://drop-assets.ea.com/images/59cO99XngrbjZUGqaTuXfP/6872690d666e034097d437e7bf503d7a/JamesMadison.png,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,ROLB,WILL,Will Backer,Defense,defense,81,79,68,76,77,78,88,84,83,65,42,47,74,70,48,70,75,41,52,60,80,59,47,49,56,54,21,24,16,11,30,14,40,73,70,71,72,79,76,69,75,69,72,67,50,45,49,50,48,41,42,58,0,cfb-26-national-championship,National Championship
